Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2020,September,Baw Baw,3 Other,31 Admin/professional,311 Business Office,23
2020,September,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2020,September,Baw Baw,3 Other,32 Financial,321 Bank,4
2020,September,Baw Baw,3 Other,32 Financial,323 ATM/Eftpos,1
2020,September,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,5
2020,September,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,4
2020,September,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,49
2020,September,Baw Baw,3 Other,33 Retail,3312 Other Retail,100
2020,September,Baw Baw,3 Other,33 Retail,332 Service Station,111
2020,September,Baw Baw,3 Other,33 Retail,333 Jeweller,2
2020,September,Baw Baw,3 Other,33 Retail,335 Supermarket,66
2020,September,Baw Baw,3 Other,33 Retail,336 Department Store,8
2020,September,Baw Baw,3 Other,33 Retail,337 Shopping Complex,16
2020,September,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,10
2020,September,Baw Baw,3 Other,33 Retail,339 Milkbar,8
2020,September,Baw Baw,3 Other,34 Wholesale,341 Any Wholesale,1
2020,September,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2020,September,Baw Baw,3 Other,36 Manufacturing,361 Factory,14
2020,September,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,4
2020,September,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,36
2020,September,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,8
2020,September,Baw Baw,3 Other,38 Recreational,381 Licenced Premises,36
2020,September,Baw Baw,3 Other,38 Recreational,383 Cinema,1
2020,September,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,20
2020,September,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,6
2020,September,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,21
2020,September,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),75
2020,September,Baw Baw,3 Other,39 Other location,393 Construction Site,11
2020,September,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,306
2020,September,Bayside,1 Residential,11 Dwelling - private,112 House,"1,016"
2020,September,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,2
2020,September,Bayside,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,September,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,28
2020,September,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,6
2020,September,Bayside,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2020,September,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,9
2020,September,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2020,September,Bayside,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,7
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,22
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,142
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,58
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,8
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,43
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),13
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,367
2020,September,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,50
2020,September,Bayside,2 Community,21 Education,211 School,26
2020,September,Bayside,2 Community,21 Education,212 School Grounds,16
2020,September,Bayside,2 Community,21 Education,213 Other Educational,9
2020,September,Bayside,2 Community,22 Health,222 Medical Centre,9
2020,September,Bayside,2 Community,22 Health,223 Dental,1
2020,September,Bayside,2 Community,22 Health,224 Other Health,10
2020,September,Bayside,2 Community,23 Religious,231 Church,7
2020,September,Bayside,2 Community,23 Religious,232 Other religious,1
2020,September,Bayside,2 Community,24 Public Transport,241 Train,2
2020,September,Bayside,2 Community,24 Public Transport,242 Train Station,111
2020,September,Bayside,2 Community,24 Public Transport,243 Railway Carpark,12
2020,September,Bayside,2 Community,24 Public Transport,244 Tram/Tram Stop,2
2020,September,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,11
2020,September,Bayside,2 Community,24 Public Transport,246 Depot/Terminal,1
2020,September,Bayside,2 Community,24 Public Transport,249 Taxi,2
2020,September,Bayside,2 Community,25 Other Transport,251 Private Car,15
2020,September,Bayside,2 Community,25 Other Transport,253 Boat,5
2020,September,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,1
2020,September,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),69
2020,September,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),4
2020,September,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,September,Bayside,2 Community,26 Justice,261 Police Station,30
2020,September,Bayside,2 Community,26 Justice,262 Court,27
2020,September,Bayside,2 Community,26 Justice,264 Youth Training Centre,1
2020,September,Bayside,2 Community,26 Justice,265 Other Justice Facility,2
2020,September,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,45
2020,September,Bayside,2 Community,27 Open Space,274 Beach Foreshore,31
2020,September,Bayside,2 Community,27 Open Space,275 Other Open Space,2
2020,September,Bayside,2 Community,27 Open Space,276 Beach Car Park,13
2020,September,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,967
2020,September,Bayside,2 Community,29 Other community location,292 Civic Centre,3
2020,September,Bayside,2 Community,29 Other community location,294 Car Wash,8
2020,September,Bayside,3 Other,31 Admin/professional,311 Business Office,31
2020,September,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2020,September,Bayside,3 Other,32 Financial,321 Bank,8
2020,September,Bayside,3 Other,32 Financial,323 ATM/Eftpos,1
2020,September,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,24
2020,September,Bayside,3 Other,33 Retail,3310 24Hr Convenience,32
2020,September,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,31
2020,September,Bayside,3 Other,33 Retail,3312 Other Retail,128
2020,September,Bayside,3 Other,33 Retail,332 Service Station,51
2020,September,Bayside,3 Other,33 Retail,333 Jeweller,1
2020,September,Bayside,3 Other,33 Retail,334 2nd Hand Dealer,1
2020,September,Bayside,3 Other,33 Retail,335 Supermarket,93
2020,September,Bayside,3 Other,33 Retail,336 Department Store,19
2020,September,Bayside,3 Other,33 Retail,337 Shopping Complex,18
2020,September,Bayside,3 Other,33 Retail,338 Car Sales Yard,2
2020,September,Bayside,3 Other,33 Retail,339 Milkbar,4
2020,September,Bayside,3 Other,34 Wholesale,341 Any Wholesale,1
2020,September,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2020,September,Bayside,3 Other,36 Manufacturing,361 Factory,8
2020,September,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,September,Bayside,3 Other,38 Recreational,381 Licenced Premises,15
2020,September,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,15
2020,September,Bayside,3 Other,38 Recreational,385 Gaming Venue,1
2020,September,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,14
2020,September,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),45
2020,September,Bayside,3 Other,39 Other location,393 Construction Site,18
2020,September,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,30
2020,September,Benalla,1 Residential,11 Dwelling - private,112 House,336
2020,September,Benalla,1 Residential,11 Dwelling - private,113 Bungalow,1
2020,September,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2020,September,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2020,September,Benalla,1 Residential,11 Dwelling - private,117 Farm House,10
2020,September,Benalla,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,September,Benalla,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2020,September,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2020,September,Benalla,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,17
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,32
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,7
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,23
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,26
2020,September,Benalla,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2020,September,Benalla,2 Community,21 Education,211 School,17
2020,September,Benalla,2 Community,21 Education,212 School Grounds,4
2020,September,Benalla,2 Community,21 Education,213 Other Educational,1
2020,September,Benalla,2 Community,22 Health,221 Hospital,2
2020,September,Benalla,2 Community,22 Health,222 Medical Centre,3
2020,September,Benalla,2 Community,22 Health,224 Other Health,1
2020,September,Benalla,2 Community,23 Religious,231 Church,2
2020,September,Benalla,2 Community,24 Public Transport,242 Train Station,8
2020,September,Benalla,2 Community,24 Public Transport,243 Railway Carpark,2
2020,September,Benalla,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2020,September,Benalla,2 Community,25 Other Transport,251 Private Car,1
2020,September,Benalla,2 Community,25 Other Transport,252 Airfield,1
2020,September,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),15
2020,September,Benalla,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2020,September,Benalla,2 Community,26 Justice,261 Police Station,6
2020,September,Benalla,2 Community,26 Justice,262 Court,13
2020,September,Benalla,2 Community,26 Justice,265 Other Justice Facility,2
2020,September,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,23
2020,September,Benalla,2 Community,27 Open Space,272 Rural,5
2020,September,Benalla,2 Community,27 Open Space,273 Vacant Block,2
2020,September,Benalla,2 Community,27 Open Space,275 Other Open Space,1
2020,September,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,170
2020,September,Benalla,2 Community,29 Other community location,291 Cemetery,1
2020,September,Benalla,2 Community,29 Other community location,292 Civic Centre,2
2020,September,Benalla,2 Community,29 Other community location,293 Gallery,1
2020,September,Benalla,2 Community,29 Other community location,294 Car Wash,4
2020,September,Benalla,3 Other,31 Admin/professional,311 Business Office,6
2020,September,Benalla,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,September,Benalla,3 Other,32 Financial,321 Bank,1
2020,September,Benalla,3 Other,32 Financial,323 ATM/Eftpos,1
2020,September,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,6
2020,September,Benalla,3 Other,33 Retail,3310 24Hr Convenience,1
2020,September,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2020,September,Benalla,3 Other,33 Retail,3312 Other Retail,11
2020,September,Benalla,3 Other,33 Retail,332 Service Station,12
2020,September,Benalla,3 Other,33 Retail,335 Supermarket,21
2020,September,Benalla,3 Other,33 Retail,336 Department Store,7
2020,September,Benalla,3 Other,33 Retail,337 Shopping Complex,10
2020,September,Benalla,3 Other,33 Retail,338 Car Sales Yard,2
2020,September,Benalla,3 Other,33 Retail,339 Milkbar,1
2020,September,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2020,September,Benalla,3 Other,36 Manufacturing,361 Factory,5
2020,September,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,4
2020,September,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,13
2020,September,Benalla,3 Other,37 Agricultural,373 Other Agricultural,3
2020,September,Benalla,3 Other,38 Recreational,381 Licenced Premises,11
2020,September,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,10
2020,September,Benalla,3 Other,38 Recreational,385 Gaming Venue,2
2020,September,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,5
2020,September,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),15
2020,September,Benalla,3 Other,39 Other location,393 Construction Site,1
2020,September,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,374
2020,September,Boroondara,1 Residential,11 Dwelling - private,112 House,"1,416"
2020,September,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,2
2020,September,Boroondara,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,September,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,14
2020,September,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,9
2020,September,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2020,September,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,13
2020,September,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,22
2020,September,Boroondara,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,11
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,42
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,181
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,72
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,11
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,43
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),32
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,523
2020,September,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,126
2020,September,Boroondara,2 Community,21 Education,211 School,24
2020,September,Boroondara,2 Community,21 Education,212 School Grounds,24
2020,September,Boroondara,2 Community,21 Education,213 Other Educational,13
2020,September,Boroondara,2 Community,22 Health,221 Hospital,7
2020,September,Boroondara,2 Community,22 Health,222 Medical Centre,14
2020,September,Boroondara,2 Community,22 Health,223 Dental,3
2020,September,Boroondara,2 Community,22 Health,224 Other Health,11
2020,September,Boroondara,2 Community,23 Religious,231 Church,13
2020,September,Boroondara,2 Community,23 Religious,232 Other religious,2
2020,September,Boroondara,2 Community,24 Public Transport,241 Train,2
2020,September,Boroondara,2 Community,24 Public Transport,242 Train Station,116
2020,September,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,13
2020,September,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,14
2020,September,Boroondara,2 Community,24 Public Transport,245 Bus/Bus Stop,9
2020,September,Boroondara,2 Community,24 Public Transport,249 Taxi,5
2020,September,Boroondara,2 Community,25 Other Transport,251 Private Car,16
2020,September,Boroondara,2 Community,25 Other Transport,255 Carpark (Single Level),120
2020,September,Boroondara,2 Community,25 Other Transport,256 Carpark (Multi Level),14
2020,September,Boroondara,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,September,Boroondara,2 Community,26 Justice,261 Police Station,15
